"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"16804","O60575","ISK4_HUMAN","Serine protease inhibitor Kazal-type 4","Homo sapiens","9606","SPINK4","1","1"
"16805","O60637","TSN3_HUMAN","Tetraspanin-3","Homo sapiens","9606","TSPAN3","2","1"
"16806","O60732","MAGC1_HUMAN","Melanoma-associated antigen C1","Homo sapiens","9606","MAGEC1","1","3"
"16807","O60739","EIF1B_HUMAN","Eukaryotic translation initiation factor 1b","Homo sapiens","9606","EIF1B","1","2"
"16808","O75123","ZN623_HUMAN","Zinc finger protein 623","Homo sapiens","9606","ZNF623","1","3"
"16809","O75157","T22D2_HUMAN","TSC22 domain family protein 2","Homo sapiens","9606","TSC22D2","1","3"
"16810","O75290","Z780A_HUMAN","Zinc finger protein 780A","Homo sapiens","9606","ZNF780A","1","3"
"16811","O75333","TBX10_HUMAN","T-box transcription factor TBX10","Homo sapiens","9606","TBX10","2","2"
"16812","O75373","ZN737_HUMAN","Zinc finger protein 737","Homo sapiens","9606","ZNF737","2","3"
"16813","O75426","FBX24_HUMAN","F-box only protein 24","Homo sapiens","9606","FBXO24","1","2"
"16814","O75467","Z324A_HUMAN","Zinc finger protein 324A","Homo sapiens","9606","ZNF324","2","1"
"16815","O75474","FRAT2_HUMAN","GSK-3-binding protein FRAT2","Homo sapiens","9606","FRAT2","2","3"
"16816","O75493","CAH11_HUMAN","Carbonic anhydrase-related protein 11","Homo sapiens","9606","CA11","1","2"
"16817","O75526","RMXL2_HUMAN","RNA-binding motif protein, X-linked-like-2","Homo sapiens","9606","RBMXL2","1","3"
"16818","O75794","CD123_HUMAN","Cell division cycle protein 123 homolog","Homo sapiens","9606","CDC123","1","1"
"16819","O75820","ZN189_HUMAN","Zinc finger protein 189","Homo sapiens","9606","ZNF189","1","2"
"16820","O75949","NALF2_HUMAN","NALCN channel auxiliary factor 2","Homo sapiens","9606","NALF2","2","3"
"16821","O75954","TSN9_HUMAN","Tetraspanin-9","Homo sapiens","9606","TSPAN9","1","1"
"16822","O76000","OR2B3_HUMAN","Putative olfactory receptor 2B3","Homo sapiens","9606","OR2B3","3","1"
"16823","O76038","SEGN_HUMAN","Secretagogin","Homo sapiens","9606","SCGN","1","2"
"16824","O76087","GAGE7_HUMAN","G antigen 7","Homo sapiens","9606","GAGE7","2","1"
"16825","O76100","OR7AA_HUMAN","Olfactory receptor 7A10","Homo sapiens","9606","OR7A10","3","1"
"16826","O94819","KBTBB_HUMAN","Kelch repeat and BTB domain-containing protein 11","Homo sapiens","9606","KBTBD11","1","1"
"16827","O94892","ZN432_HUMAN","Zinc finger protein 432","Homo sapiens","9606","ZNF432","1","1"
"16828","O94952","FBX21_HUMAN","F-box only protein 21","Homo sapiens","9606","FBXO21","2","2"
"16829","O95006","OR2F2_HUMAN","Olfactory receptor 2F2","Homo sapiens","9606","OR2F2","2","1"
"16830","O95013","O4F21_HUMAN","Olfactory receptor 4F21","Homo sapiens","9606","OR4F21","3","2"
"16831","O95081","AGFG2_HUMAN","Arf-GAP domain and FG repeat-containing protein 2","Homo sapiens","9606","AGFG2","1","2"
"16832","O95156","NXPH2_HUMAN","Neurexophilin-2","Homo sapiens","9606","NXPH2","2","2"
"16833","O95157","NXPH3_HUMAN","Neurexophilin-3","Homo sapiens","9606","NXPH3","1","3"
"16834","O95158","NXPH4_HUMAN","Neurexophilin-4","Homo sapiens","9606","NXPH4","2","3"
"16835","O95170","CDRT1_HUMAN","F-box and WD repeat domain containing protein 10B","Homo sapiens","9606","FBXW10B","2","3"
"16836","O95221","OR5F1_HUMAN","Olfactory receptor 5F1","Homo sapiens","9606","OR5F1","2","2"
"16837","O95424","DEXI_HUMAN","Dexamethasone-induced protein","Homo sapiens","9606","DEXI","1","2"
"16838","O95478","NSA2_HUMAN","Ribosome biogenesis protein NSA2 homolog","Homo sapiens","9606","NSA2","1","1"
"16839","O95502","NPTXR_HUMAN","Neuronal pentraxin receptor","Homo sapiens","9606","NPTXR","3","2"
"16840","O95521","PRAM1_HUMAN","PRAME family member 1","Homo sapiens","9606","PRAMEF1","2","3"
"16841","O95744","PM2P2_HUMAN","Putative postmeiotic segregation increased 2-like protein 2","Homo sapiens","9606","PMS2P2","5","1"
"16842","O95825","QORL1_HUMAN","Quinone oxidoreductase-like protein 1","Homo sapiens","9606","CRYZL1","1","2"
"16843","O95857","TSN13_HUMAN","Tetraspanin-13","Homo sapiens","9606","TSPAN13","2","1"
"16844","O95969","SG1D2_HUMAN","Secretoglobin family 1D member 2","Homo sapiens","9606","SCGB1D2","2","1"
"16845","O96001","PPR17_HUMAN","Protein phosphatase 1 regulatory subunit 17","Homo sapiens","9606","PPP1R17","1","2"
"16846","P01737","TVA84_HUMAN","T cell receptor alpha variable 8-4","Homo sapiens","9606","TRAV8-4","2","2"
"16847","P03986","TRGC2_HUMAN","T cell receptor gamma constant 2","Homo sapiens","9606","TRGC2","1","2"
"16848","P09131","P3_HUMAN","P3 protein","Homo sapiens","9606","SLC10A3","2","1"
"16849","P0C025","NUD17_HUMAN","Nucleoside diphosphate-linked moiety X motif 17","Homo sapiens","9606","NUDT17","1","2"
"16850","P0C091","FREM3_HUMAN","FRAS1-related extracellular matrix protein 3","Homo sapiens","9606","FREM3","3","2"
"16851","P0C0P6","NPS_HUMAN","Neuropeptide S","Homo sapiens","9606","NPS","3","1"
"16852","P0C5J1","F86B2_HUMAN","Putative protein N-methyltransferase FAM86B2","Homo sapiens","9606","FAM86B2","1","1"
"16853","P0C5Y4","KRA14_HUMAN","Keratin-associated protein 1-4","Homo sapiens","9606","KRTAP1-4","2","1"
"16854","P0C604","OR4A8_HUMAN","Olfactory receptor 4A8","Homo sapiens","9606","OR4A8","3","1"
"16855","P0C623","OR4Q2_HUMAN","Olfactory receptor 4Q2","Homo sapiens","9606","OR4Q2","3","3"
"16856","P0C626","OR5G3_HUMAN","Olfactory receptor 5G3","Homo sapiens","9606","OR5G3","3","1"
"16857","P0C628","O5AC1_HUMAN","Olfactory receptor 5AC1","Homo sapiens","9606","OR5AC1","3","1"
"16858","P0C629","O10J4_HUMAN","Olfactory receptor 10J4","Homo sapiens","9606","OR10J4","3","2"
"16859","P0C646","O52Z1_HUMAN","Olfactory receptor 52Z1P","Homo sapiens","9606","OR52Z1P","3","2"
"16860","P0C6A0","ZGLP1_HUMAN","GATA-type zinc finger protein 1","Homo sapiens","9606","ZGLP1","2","1"
"16861","P0C6S8","LIGO3_HUMAN","Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3","Homo sapiens","9606","LINGO3","3","1"
"16862","P0C7A2","F153B_HUMAN","Protein FAM153B","Homo sapiens","9606","FAM153B","1","1"
"16863","P0C7H9","U17L7_HUMAN","Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 7","Homo sapiens","9606","USP17L7","3","1"
"16864","P0C7I0","U17L8_HUMAN","Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 8","Homo sapiens","9606","USP17L8","3","1"
"16865","P0C7L1","ISK8_HUMAN","Serine protease inhibitor Kazal-type 8","Homo sapiens","9606","SPINK8","3","1"
"16866","P0C7N1","OR8U8_HUMAN","Olfactory receptor 8U8","Homo sapiens","9606","OR8U8","3","1"
"16867","P0C7N5","OR8U9_HUMAN","Olfactory receptor 8U9","Homo sapiens","9606","OR8U9","3","1"
"16868","P0C7P4","UCRIL_HUMAN","Putative cytochrome b-c1 complex subunit Rieske-like protein 1","Homo sapiens","9606","UQCRFS1P1","5","1"
"16869","P0C7Q2","ARMS2_HUMAN","Age-related maculopathy susceptibility protein 2","Homo sapiens","9606","ARMS2","1","1"
"16870","P0C7Q6","S35G6_HUMAN","Solute carrier family 35 member G6","Homo sapiens","9606","SLC35G6","2","1"
"16871","P0C7T2","OR2T7_HUMAN","Olfactory receptor 2T7","Homo sapiens","9606","OR2T7","3","1"
"16872","P0C7T3","O56A5_HUMAN","Olfactory receptor 56A5","Homo sapiens","9606","OR56A5","3","1"
"16873","P0C7T4","HMSDV_HUMAN","Minor histocompatibility protein HMSD variant form","Homo sapiens","9606","HMSD","1","1"
"16874","P0C7U1","ASA2B_HUMAN","Putative inactive neutral ceramidase B","Homo sapiens","9606","ASAH2B","2","1"
"16875","P0C7V7","SC11B_HUMAN","Putative signal peptidase complex catalytic subunit SEC11B","Homo sapiens","9606","SEC11B","5","1"
"16876","P0C7X1","TBC3H_HUMAN","TBC1 domain family member 3H","Homo sapiens","9606","TBC1D3H","2","3"
"16877","P0C851","PIRT_HUMAN","Phosphoinositide-interacting protein","Homo sapiens","9606","PIRT","2","2"
"16878","P0C860","MS3L2_HUMAN","Putative male-specific lethal-3 protein-like 2","Homo sapiens","9606","MSL3P1","5","1"
"16879","P0CB33","ZN735_HUMAN","Putative zinc finger protein 735","Homo sapiens","9606","ZNF735","5","1"
"16880","P0CB38","PAB4L_HUMAN","Polyadenylate-binding protein 4-like","Homo sapiens","9606","PABPC4L","2","1"
"16881","P0CF51","TRGC1_HUMAN","T cell receptor gamma constant 1","Homo sapiens","9606","TRGC1","1","1"
"16882","P0CG00","ZSA5D_HUMAN","Putative zinc finger and SCAN domain-containing protein 5D","Homo sapiens","9606","ZSCAN5DP","5","1"
"16883","P0CG01","GKN3_HUMAN","Gastrokine-3","Homo sapiens","9606","GKN3P","3","1"
"16884","P0CG12","DERPC_HUMAN","Decreased expression in renal and prostate cancer protein","Homo sapiens","9606","DERPC","1","1"
"16885","P0CG22","DR4L1_HUMAN","Putative dehydrogenase/reductase SDR family member 4-like 1","Homo sapiens","9606","DHRS4L1","5","1"
"16886","P0CG36","CFC1B_HUMAN","Cryptic family protein 1B","Homo sapiens","9606","CFC1B","3","1"
"16887","P0CG38","POTEI_HUMAN","POTE ankyrin domain family member I","Homo sapiens","9606","POTEI","3","1"
"16888","P0CG39","POTEJ_HUMAN","POTE ankyrin domain family member J","Homo sapiens","9606","POTEJ","3","1"
"16889","P0CG40","SP9_HUMAN","Transcription factor Sp9","Homo sapiens","9606","SP9","3","1"
"16890","P0CH99","Z705D_HUMAN","Zinc finger protein 705D","Homo sapiens","9606","ZNF705D","1","1"
"16891","P0CI26","TR49C_HUMAN","Tripartite motif-containing protein 49C","Homo sapiens","9606","TRIM49C","1","1"
"16892","P0CJ72","HMN5_HUMAN","Humanin-like 5","Homo sapiens","9606","MTRNR2L5","2","1"
"16893","P0CK96","S352B_HUMAN","Solute carrier family 35 member E2B","Homo sapiens","9606","SLC35E2B","2","1"
"16894","P0CK97","S35E2_HUMAN","Solute carrier family 35 member E2A","Homo sapiens","9606","SLC35E2A","1","1"
"16895","P0CL82","GG12I_HUMAN","G antigen 12I","Homo sapiens","9606","GAGE12I","1","1"
"16896","P0CV98","TSPY3_HUMAN","Testis-specific Y-encoded protein 3","Homo sapiens","9606","TSPY3","3","1"
"16897","P0CV99","TSPY4_HUMAN","Testis-specific Y-encoded protein 4","Homo sapiens","9606","TSPY4","3","1"
"16898","P0CW00","TSPY8_HUMAN","Testis-specific Y-encoded protein 8","Homo sapiens","9606","TSPY8","3","2"
"16899","P0CW01","TSPYA_HUMAN","Testis-specific Y-encoded protein 10","Homo sapiens","9606","TSPY10","1","2"
"16900","P0CW20","LIMS4_HUMAN","LIM and senescent cell antigen-like-containing domain protein 4","Homo sapiens","9606","LIMS4","1","1"
"16901","P0DJD0","RGPD1_HUMAN","RANBP2-like and GRIP domain-containing protein 1","Homo sapiens","9606","RGPD1","2","1"
"16902","P0DJD1","RGPD2_HUMAN","RANBP2-like and GRIP domain-containing protein 2","Homo sapiens","9606","RGPD2","2","1"
"16903","P0DKB6","MPC1L_HUMAN","Mitochondrial pyruvate carrier 1-like protein","Homo sapiens","9606","MPC1L","1","1"
"16904","P0DKV0","S31C1_HUMAN","Putative spermatogenesis-associated protein 31C1","Homo sapiens","9606","SPATA31C1","5","1"
"16905","P0DMP2","SRG2B_HUMAN","SLIT-ROBO Rho GTPase-activating protein 2B","Homo sapiens","9606","SRGAP2B","3","1"
"16906","P0DMT0","MLN_HUMAN","Myoregulin","Homo sapiens","9606","MRLN","3","1"
"16907","P0DMU2","OR83P_HUMAN","Putative olfactory receptor 8G3 pseudogene","Homo sapiens","9606","OR8G3P","5","1"
"16908","P0DN26","PAL4F_HUMAN","Peptidyl-prolyl cis-trans isomerase A-like 4F","Homo sapiens","9606","PPIAL4F","3","1"
"16909","P0DN37","PAL4G_HUMAN","Peptidyl-prolyl cis-trans isomerase A-like 4G","Homo sapiens","9606","PPIAL4G","3","1"
"16910","P0DN80","OR5H8_HUMAN","Olfactory receptor 5H8","Homo sapiens","9606","OR5H8","3","1"
"16911","P0DN81","O13C7_HUMAN","Olfactory receptor 13C7","Homo sapiens","9606","OR13C7","3","1"
"16912","P0DN82","O12D1_HUMAN","Olfactory receptor 12D1","Homo sapiens","9606","OR12D1","3","2"
"16913","P0DP01","HV108_HUMAN","Immunoglobulin heavy variable 1-8","Homo sapiens","9606","IGHV1-8","1","1"
"16914","P0DP02","HVC33_HUMAN","Immunoglobulin heavy variable 3-30-3","Homo sapiens","9606","IGHV3-30-3","1","1"
"16915","P0DP03","HVC05_HUMAN","Immunoglobulin heavy variable 3-30-5","Homo sapiens","9606","IGHV3-30-5","3","1"
"16916","P0DP04","HV43D_HUMAN","Immunoglobulin heavy variable 3-43D","Homo sapiens","9606","IGHV3-43D","3","1"
"16917","P0DP06","HVD34_HUMAN","Immunoglobulin heavy variable 4-30-4","Homo sapiens","9606","IGHV4-30-4","3","1"
"16918","P0DP07","HV431_HUMAN","Immunoglobulin heavy variable 4-31","Homo sapiens","9606","IGHV4-31","3","1"
"16919","P0DP08","HVD82_HUMAN","Immunoglobulin heavy variable 4-38-2","Homo sapiens","9606","IGHV4-38-2","3","1"
"16920","P0DP09","KV113_HUMAN","Immunoglobulin kappa variable 1-13","Homo sapiens","9606","IGKV1-13","3","1"
"16921","P0DP72","VSXL2_HUMAN","V-set and immunoglobulin domain-containing protein 10-like 2","Homo sapiens","9606","VSIG10L2","3","1"
"16922","P0DP73","D130B_HUMAN","Beta-defensin 130B","Homo sapiens","9606","DEFB130B","2","1"
"16923","P0DPB5","RPC22_HUMAN","Protein POLR1D, isoform 2","Homo sapiens","9606","POLR1D","1","1"
"16924","P0DPF3","NBPF9_HUMAN","Neuroblastoma breakpoint family member 9","Homo sapiens","9606","NBPF9","1","1"
"16925","P0DPF4","TVA35_HUMAN","T cell receptor alpha variable 35","Homo sapiens","9606","TRAV35","3","1"
"16926","P0DPF7","TVB63_HUMAN","T cell receptor beta variable 6-3","Homo sapiens","9606","TRBV6-3","3","1"
"16927","P0DPI2","GAL3A_HUMAN","Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial","Homo sapiens","9606","GATD3","1","1"
"16928","P0DPQ6","DT3UO_HUMAN","DDIT3 upstream open reading frame protein","Homo sapiens","9606","DDIT3","1","1"
"16929","P0DQD5","NPY42_HUMAN","Neuropeptide Y receptor type 4-2","Homo sapiens","9606","NPY4R2","3","1"
"16930","P0DSN7","KVD37_HUMAN","Probable non-functional immunoglobulinn kappa variable 1D-37","Homo sapiens","9606","IGKV1D-37","1","1"
"16931","P0DTA3","SPD11_HUMAN","Putative speedy protein E11","Homo sapiens","9606","SPDYE11","5","1"
"16932","P0DTE1","HV383_HUMAN","Probable non-functional immunoglobulin heavy variable 3-38-3","Homo sapiens","9606","IGHV3-38-3","1","1"
"16933","P0DTE2","HV511_HUMAN","Probable non-functional immunoglobulin heavy variable 8-51-1","Homo sapiens","9606","IGHV8-51-1","1","1"
"16934","P0DTL6","ZTRF1_HUMAN","Zinc finger TRAF-type-containing protein 1","Homo sapiens","9606","ZFTRAF1","2","1"
"16935","P0DTW3","HV384_HUMAN","Probable non-functional immunoglobulin heavy variable 1-38-4","Homo sapiens","9606","IGHV1-38-4","1","1"
"16936","P0DUH7","HRURF_HUMAN","Protein HRURF","Homo sapiens","9606","HRURF","1","1"
"16937","P0DV77","TPRX2_HUMAN","Tetrapeptide repeat homeobox protein 2","Homo sapiens","9606","TPRX2","2","1"
"16938","P10075","GLI4_HUMAN","Zinc finger protein GLI4","Homo sapiens","9606","GLI4","1","2"
"16939","P11465","PSG2_HUMAN","Pregnancy-specific beta-1-glycoprotein 2","Homo sapiens","9606","PSG2","2","2"
"16940","P11844","CRGA_HUMAN","Gamma-crystallin A","Homo sapiens","9606","CRYGA","2","3"
"16941","P12525","MYCP1_HUMAN","Putative myc-like protein MYCLP1","Homo sapiens","9606","MYCLP1","5","2"
"16942","P15421","GLPE_HUMAN","Glycophorin-E","Homo sapiens","9606","GYPE","2","2"
"16943","P16415","ZN823_HUMAN","Zinc finger protein 823","Homo sapiens","9606","ZNF823","2","2"
"16944","P16562","CRIS2_HUMAN","Cysteine-rich secretory protein 2","Homo sapiens","9606","CRISP2","1","1"
"16945","P17017","ZNF14_HUMAN","Zinc finger protein 14","Homo sapiens","9606","ZNF14","2","3"
"16946","P20962","PTMS_HUMAN","Parathymosin","Homo sapiens","9606","PTMS","1","2"
"16947","P31275","HXC12_HUMAN","Homeobox protein Hox-C12","Homo sapiens","9606","HOXC12","3","2"
"16948","P35410","MAS1L_HUMAN","Mas-related G-protein coupled receptor MRG","Homo sapiens","9606","MAS1L","2","1"
"16949","P43359","MAGA5_HUMAN","Putative melanoma-associated antigen 5P","Homo sapiens","9606","MAGEA5P","5","1"
"16950","P43362","MAGA9_HUMAN","Melanoma-associated antigen 9","Homo sapiens","9606","MAGEA9","1","1"
"16951","P43366","MAGB1_HUMAN","Melanoma-associated antigen B1","Homo sapiens","9606","MAGEB1","1","2"
"16952","P47881","OR3A1_HUMAN","Olfactory receptor 3A1","Homo sapiens","9606","OR3A1","2","2"
"16953","P47884","OR1D4_HUMAN","Olfactory receptor 1D4","Homo sapiens","9606","OR1D4","3","3"
"16954","P47890","OR1G1_HUMAN","Olfactory receptor 1G1","Homo sapiens","9606","OR1G1","2","2"
"16955","P47944","MT4_HUMAN","Metallothionein-4","Homo sapiens","9606","MT4","3","2"
"16956","P48741","HSP77_HUMAN","Putative heat shock 70 kDa protein 7","Homo sapiens","9606","HSPA7","5","2"
"16957","P51523","ZNF84_HUMAN","Zinc finger protein 84","Homo sapiens","9606","ZNF84","1","2"
"16958","P51786","ZN157_HUMAN","Zinc finger protein 157","Homo sapiens","9606","ZNF157","2","2"
"16959","P51861","CDR1_HUMAN","Cerebellar degeneration-related antigen 1","Homo sapiens","9606","CDR1","1","2"
"16960","P52740","ZN132_HUMAN","Zinc finger protein 132","Homo sapiens","9606","ZNF132","2","2"
"16961","P52743","ZN137_HUMAN","Putative zinc finger protein 137","Homo sapiens","9606","ZNF137P","5","1"
"16962","P52943","CRIP2_HUMAN","Cysteine-rich protein 2","Homo sapiens","9606","CRIP2","1","1"
"16963","P55822","SH3BG_HUMAN","SH3 domain-binding glutamic acid-rich protein","Homo sapiens","9606","SH3BGR","2","3"
"16964","P56749","CLD12_HUMAN","Claudin-12","Homo sapiens","9606","CLDN12","1","1"
"16965","P57060","RWD2B_HUMAN","RWD domain-containing protein 2B","Homo sapiens","9606","RWDD2B","1","1"
"16966","P58170","OR1D5_HUMAN","Olfactory receptor 1D5","Homo sapiens","9606","OR1D5","2","1"
"16967","P58180","OR4D2_HUMAN","Olfactory receptor 4D2","Homo sapiens","9606","OR4D2","2","1"
"16968","P58181","O10A3_HUMAN","Olfactory receptor 10A3","Homo sapiens","9606","OR10A3","2","1"
"16969","P58511","SIM11_HUMAN","Small integral membrane protein 11","Homo sapiens","9606","SMIM11","1","1"
"16970","P58549","FXYD7_HUMAN","FXYD domain-containing ion transport regulator 7","Homo sapiens","9606","FXYD7","1","1"
"16971","P59536","T2R41_HUMAN","Taste receptor type 2 member 41","Homo sapiens","9606","TAS2R41","1","2"
"16972","P59539","T2R45_HUMAN","Taste receptor type 2 member 45","Homo sapiens","9606","TAS2R45","2","1"
"16973","P59551","T2R60_HUMAN","Taste receptor type 2 member 60","Homo sapiens","9606","TAS2R60","2","1"
"16974","P59922","OR2B8_HUMAN","Putative olfactory receptor 2B8","Homo sapiens","9606","OR2B8P","5","1"
"16975","P60673","PROF3_HUMAN","Profilin-3","Homo sapiens","9606","PFN3","2","1"
"16976","P60985","KTDAP_HUMAN","Keratinocyte differentiation-associated protein","Homo sapiens","9606","KRTDAP","1","1"
"16977","P61129","ZC3H6_HUMAN","Zinc finger CCCH domain-containing protein 6","Homo sapiens","9606","ZC3H6","1","2"
"16978","P61236","YPEL3_HUMAN","Protein yippee-like 3","Homo sapiens","9606","YPEL3","2","1"
"16979","P61570","ENK25_HUMAN","Endogenous retrovirus group K member 25 Env polyprotein","Homo sapiens","9606","ERVK-25","3","1"
"16980","P62502","LCN6_HUMAN","Epididymal-specific lipocalin-6","Homo sapiens","9606","LCN6","1","1"
"16981","P63119","VPK21_HUMAN","Endogenous retrovirus group K member 21 Pro protein","Homo sapiens","9606","ERVK-21","3","1"
"16982","P63120","VPK19_HUMAN","Endogenous retrovirus group K member 19 Pro protein","Homo sapiens","9606","ERVK-19","3","1"
"16983","P63121","VP113_HUMAN","Endogenous retrovirus group K member 113 Pro protein","Homo sapiens","9606","HERVK_113","3","1"
"16984","P63122","VPK8_HUMAN","Endogenous retrovirus group K member 8 Pro protein","Homo sapiens","9606","ERVK-8","3","1"
"16985","P63124","VPK04_HUMAN","Endogenous retrovirus group K member 104 Pro protein","Homo sapiens","9606","HERV-K104","3","1"
"16986","P63125","VPK25_HUMAN","Endogenous retrovirus group K member 25 Pro protein","Homo sapiens","9606","ERVK-25","3","1"
"16987","P63127","VPK9_HUMAN","Endogenous retrovirus group K member 9 Pro protein","Homo sapiens","9606","ERVK-9","3","1"
"16988","P63131","VPK7_HUMAN","Endogenous retrovirus group K member 7 Pro protein","Homo sapiens","9606","ERVK-7","3","1"
"16989","P63302","SELW_HUMAN","Selenoprotein W","Homo sapiens","9606","SELENOW","1","3"
"16990","P82664","RT10_HUMAN","28S ribosomal protein S10, mitochondrial","Homo sapiens","9606","MRPS10","1","2"
"16991","P82909","KGD4_HUMAN","Alpha-ketoglutarate dehydrogenase component 4","Homo sapiens","9606","MRPS36","1","2"
"16992","P84157","MXRA7_HUMAN","Matrix-remodeling-associated protein 7","Homo sapiens","9606","MXRA7","1","1"
"16993","P86790","CCZ1B_HUMAN","Vacuolar fusion protein CCZ1 homolog B","Homo sapiens","9606","CCZ1B","1","1"
"16994","P98182","ZN200_HUMAN","Zinc finger protein 200","Homo sapiens","9606","ZNF200","1","2"
